Country,Indicator Name,2015-data
Russian Federation,Poverty headcount ratio at national poverty lines (% of population),13.3
Russian Federation,Multidimensional poverty index (scale 0-1),
Russian Federation,"Multidimensional poverty headcount ratio, male (% of male population)",
Russian Federation,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Russian Federation,"Multidimensional poverty headcount ratio, household (% of total households)",
Russian Federation,"Multidimensional poverty headcount ratio, female (% of female population)",
Russian Federation,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Russian Federation,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Russian Federation,Multidimensional poverty headcount ratio (% of total population),
Russian Federation,Poverty gap at $3.20 a day (2011 PPP) (%),0.1
Russian Federation,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.4
Russian Federation,Gini index (World Bank estimate),37.7
Russian Federation,Poverty gap at $1.90 a day (2011 PPP) (%),0
Russian Federation,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0
Russian Federation,Income share held by lowest 20%,6.9
Russian Federation,Income share held by lowest 10%,2.8
Russian Federation,Proportion of people living below 50 percent of median income (%),11.6
Russian Federation,Income share held by highest 10%,29.7
Russian Federation,Income share held by highest 20%,45.3
Russian Federation,Income share held by fourth 20%,21.5
Russian Federation,Income share held by third 20%,15.2
Russian Federation,Income share held by second 20%,11.1
Russian Federation,Population living in slums (% of urban population),
Rwanda,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Rwanda,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Rwanda,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Rwanda,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Rwanda,Poverty gap at $5.50 a day (2011 PPP) (%),
Rwanda,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Rwanda,Poverty headcount ratio at national poverty lines (% of population),
Rwanda,Multidimensional poverty index (scale 0-1),
Rwanda,"Multidimensional poverty headcount ratio, male (% of male population)",
Rwanda,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Rwanda,"Multidimensional poverty headcount ratio, household (% of total households)",
Rwanda,"Multidimensional poverty headcount ratio, female (% of female population)",
Rwanda,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Rwanda,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Rwanda,Multidimensional poverty headcount ratio (% of total population),
Rwanda,Poverty gap at $3.20 a day (2011 PPP) (%),
Rwanda,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Rwanda,Gini index (World Bank estimate),
Rwanda,Poverty gap at $1.90 a day (2011 PPP) (%),
Rwanda,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Rwanda,Income share held by lowest 20%,
Rwanda,Income share held by lowest 10%,
Rwanda,Proportion of people living below 50 percent of median income (%),
Rwanda,Income share held by highest 10%,
Rwanda,Income share held by highest 20%,
Rwanda,Income share held by fourth 20%,
Rwanda,Income share held by third 20%,
Rwanda,Income share held by second 20%,
Rwanda,Population living in slums (% of urban population),
South Asia,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
South Asia,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
South Asia,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
South Asia,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
South Asia,Poverty gap at $5.50 a day (2011 PPP) (%),
South Asia,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
South Asia,Poverty headcount ratio at national poverty lines (% of population),
South Asia,Multidimensional poverty index (scale 0-1),
South Asia,"Multidimensional poverty headcount ratio, male (% of male population)",
South Asia,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
South Asia,"Multidimensional poverty headcount ratio, household (% of total households)",
South Asia,"Multidimensional poverty headcount ratio, female (% of female population)",
South Asia,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
South Asia,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
South Asia,Multidimensional poverty headcount ratio (% of total population),
South Asia,Poverty gap at $3.20 a day (2011 PPP) (%),
South Asia,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
South Asia,Gini index (World Bank estimate),
South Asia,Poverty gap at $1.90 a day (2011 PPP) (%),
South Asia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
South Asia,Income share held by lowest 20%,
South Asia,Income share held by lowest 10%,
South Asia,Proportion of people living below 50 percent of median income (%),
South Asia,Income share held by highest 10%,
South Asia,Income share held by highest 20%,
South Asia,Income share held by fourth 20%,
South Asia,Income share held by third 20%,
South Asia,Income share held by second 20%,
South Asia,Population living in slums (% of urban population),
Saudi Arabia,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Saudi Arabia,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Saudi Arabia,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Saudi Arabia,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Saudi Arabia,Poverty gap at $5.50 a day (2011 PPP) (%),
Saudi Arabia,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Saudi Arabia,Poverty headcount ratio at national poverty lines (% of population),
Saudi Arabia,Multidimensional poverty index (scale 0-1),
Saudi Arabia,"Multidimensional poverty headcount ratio, male (% of male population)",
Saudi Arabia,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Saudi Arabia,"Multidimensional poverty headcount ratio, household (% of total households)",
Saudi Arabia,"Multidimensional poverty headcount ratio, female (% of female population)",
Saudi Arabia,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Saudi Arabia,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Saudi Arabia,Multidimensional poverty headcount ratio (% of total population),
Saudi Arabia,Poverty gap at $3.20 a day (2011 PPP) (%),
Saudi Arabia,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Saudi Arabia,Gini index (World Bank estimate),
Saudi Arabia,Poverty gap at $1.90 a day (2011 PPP) (%),
Saudi Arabia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Saudi Arabia,Income share held by lowest 20%,
Saudi Arabia,Income share held by lowest 10%,
Saudi Arabia,Proportion of people living below 50 percent of median income (%),
Saudi Arabia,Income share held by highest 10%,
Saudi Arabia,Income share held by highest 20%,
Saudi Arabia,Income share held by fourth 20%,
Saudi Arabia,Income share held by third 20%,
Saudi Arabia,Income share held by second 20%,
Saudi Arabia,Population living in slums (% of urban population),
Sudan,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Sudan,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Sudan,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Sudan,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Sudan,Poverty gap at $5.50 a day (2011 PPP) (%),
Sudan,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Sudan,Poverty headcount ratio at national poverty lines (% of population),
Sudan,Multidimensional poverty index (scale 0-1),
Sudan,"Multidimensional poverty headcount ratio, male (% of male population)",
Sudan,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Sudan,"Multidimensional poverty headcount ratio, household (% of total households)",
Sudan,"Multidimensional poverty headcount ratio, female (% of female population)",
Sudan,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Sudan,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Sudan,Multidimensional poverty headcount ratio (% of total population),
Sudan,Poverty gap at $3.20 a day (2011 PPP) (%),
Sudan,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Sudan,Gini index (World Bank estimate),
Sudan,Poverty gap at $1.90 a day (2011 PPP) (%),
Sudan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Sudan,Income share held by lowest 20%,
Sudan,Income share held by lowest 10%,
Sudan,Proportion of people living below 50 percent of median income (%),
Sudan,Income share held by highest 10%,
Sudan,Income share held by highest 20%,
Sudan,Income share held by fourth 20%,
Sudan,Income share held by third 20%,
Sudan,Income share held by second 20%,
Sudan,Population living in slums (% of urban population),
Senegal,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Senegal,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Senegal,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Senegal,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Senegal,Poverty gap at $5.50 a day (2011 PPP) (%),
Senegal,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
